id,Tipo de inmueble,Operación,Precio,Estado,Delegación,Colonia,Núm. de recamaras,Núm. de baños,Estacionamientos,m2 de construcción,m2 de terreno,Niveles,Antigüedad,fecha_captura
49312tc,OFICINA,RENTA,"$21,900 MXN",CDMX,ALVARO OBREGON,Guadalupe Inn,,SI,1,73,,,ENTRE 11 - 15 AÑOS,2025-05-16 01:50:48
49315tc,OFICINA,RENTA,"$15,000 MXN",CDMX,ALVARO OBREGON,Guadalupe Inn,,1,,50,,,ENTRE 11 - 15 AÑOS,2025-05-16 01:50:50
48072tc,OFICINA,RENTA,"$19,500 MXN",CDMX,GUSTAVO A. MADERO,Tepeyac Insurgentes,,SI,,110,,3,,2025-05-16 01:50:53
45955tc,OFICINA,RENTA,"$2,800 MXN",CDMX,CUAUHTEMOC,Juarez,,SI,,2,,4,ENTRE 11 - 15 AÑOS,2025-05-16 01:50:56
64731tc,DEPARTAMENTO,RENTA,"$15,000 MXN",EDOMEX,NAUCALPAN DE JUAREZ,La Florida,2,2,1,70,,2,ENTRE 0 - 5 AÑOS,2025-05-16 01:51:05
64732tc,DEPARTAMENTO,RENTA,"$22,000 MXN",EDOMEX,NAUCALPAN DE JUAREZ,La Florida,2,2,2,72,,2,ENTRE 0 - 5 AÑOS,2025-05-16 01:51:09
64975tc,CASA,RENTA,"$22,000 MXN",EDOMEX,TLALNEPANTLA DE BAZ,Jardines De Santa Monica,3,SI,3,175,,2,ENTRE 21 - 30 AÑOS,2025-05-16 01:51:11
64233tc,LOCAL COMERCIAL,RENTA,"$30,000 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Ciudad Satelite,,SI,,54,,,,2025-05-16 01:51:15
64084tc,EDIFICIO,RENTA,"$15,000 MXN",EDOMEX,TLALNEPANTLA DE BAZ,Jardines De Santa Monica,,SI,,21,,,ENTRE 16 - 20 AÑOS,2025-05-16 01:51:18
63883tc,CASA,RENTA,"$19,500 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Lomas Verdes 1a Seccion,3,SI,2,128,,3,,2025-05-16 01:51:21
63798tc,EDIFICIO,RENTA,"$64,000 MXN",EDOMEX,TLALNEPANTLA DE BAZ,Valle De Los Pinos 1ra Seccion,,SI,6,250,,5,,2025-05-16 01:51:24
63712tc,OFICINA,RENTA,"$10,500 MXN",EDOMEX,TLALNEPANTLA DE BAZ,San Lucas Tepetlacalco,,3,,18,,4,ENTRE 0 - 5 AÑOS,2025-05-16 01:51:28
63503tc,DEPARTAMENTO,RENTA,"$23,500 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Santiago Occipaco,3,2,2,140,,3,ENTRE 21 - 30 AÑOS,2025-05-16 01:51:31
63542tc,CASA,RENTA,"$25,000 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Lomas Verdes 3a Seccion,3,SI,2,128,,2,MAS DE 30,2025-05-16 01:51:33
62938tc,DEPARTAMENTO,RENTA,"$5,000 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Boulevares,1,1,1,18,,,,2025-05-16 01:51:37
62896tc,BODEGA,RENTA,"$25,000 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Santiago Occipaco,,,,400,,,,2025-05-16 01:51:39
62846tc,CONSULTORIO,RENTA,"$5,350 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Ciudad Satelite,,SI,,19,,,,2025-05-16 01:51:43
62532tc,DEPARTAMENTO,RENTA,"$5,000 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Boulevares,1,1,1,18,,,,2025-05-16 01:51:46
62319tc,EDIFICIO,RENTA,"$145,000 MXN",EDOMEX,TLALNEPANTLA DE BAZ,Adolfo Lopez Mateos,,,2,200,,2,ENTRE 16 - 20 AÑOS,2025-05-16 01:51:49
61456tc,OFICINA,RENTA,"$50,000 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Ciudad Satelite,,,,280,,3,MAS DE 30,2025-05-16 01:51:52
61457tc,EDIFICIO,RENTA,"$5,800 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Ciudad Satelite,,,,12,,,,2025-05-16 01:51:54
61458tc,EDIFICIO,RENTA,"$5,800 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Ciudad Satelite,,,,12,,,,2025-05-16 01:51:56
61459tc,EDIFICIO,RENTA,"$5,200 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Ciudad Satelite,,SI,,15,,,,2025-05-16 01:52:00
61460tc,EDIFICIO,RENTA,"$5,200 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Ciudad Satelite,,,,,,,,2025-05-16 01:52:03
61462tc,EDIFICIO,RENTA,"$5,200 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Ciudad Satelite,,SI,,12,,,,2025-05-16 01:52:07
61463tc,EDIFICIO,RENTA,"$5,200 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Ciudad Satelite,,SI,,12,,,MAS DE 30,2025-05-16 01:52:10
61464tc,EDIFICIO,RENTA,"$5,200 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Ciudad Satelite,,SI,,12,,,,2025-05-16 01:52:13
61465tc,EDIFICIO,RENTA,"$5,200 MXN",EDOMEX,NAUCALPAN DE JUAREZ,Ciudad Satelite,,SI,,12,,,MAS DE 30,2025-05-16 01:52:16
64407tc,DEPARTAMENTO,RENTA,"$22,000 MXN",JALISCO,ZAPOPAN,Chapalita Sur,1,SI,,90,,2,ENTRE 0 - 5 AÑOS,2025-05-16 01:52:27
64062tc,DEPARTAMENTO,RENTA,"$26,000 MXN",JALISCO,ZAPOPAN,Chapalita Oriente,2,SI,2,120,,2,ENTRE 0 - 5 AÑOS,2025-05-16 01:52:31
62215tc,TERRENO,RENTA,"$25,000 MXN",JALISCO,GUADALAJARA,Bosques De La Victoria,,,,350,,,,2025-05-16 01:52:34
62118tc,LOCAL COMERCIAL,RENTA,"$31,500 MXN",JALISCO,GUADALAJARA,Colon Industrial,,SI,,125,,,ENTRE 0 - 5 AÑOS,2025-05-16 01:52:37
63732tc,LOCAL COMERCIAL,RENTA,"$6,000 MXN",PUEBLA,PUEBLA,Villa Carmel,,1,,,,,,2025-05-16 01:52:46
63820tc,OFICINA,RENTA,"$15,000 MXN",PUEBLA,PUEBLA,San Jose Mayorazgo,,SI,2,55,,,ENTRE 0 - 5 AÑOS,2025-05-16 01:52:50
63940tc,LOCAL COMERCIAL,RENTA,"$9,000 MXN",PUEBLA,PUEBLA,Huexotitla,,SI,,50,,,,2025-05-16 01:52:54
63941tc,LOCAL COMERCIAL,RENTA,"$17,900 MXN",PUEBLA,PUEBLA,Huexotitla,,SI,,100,,,,2025-05-16 01:52:57
55091tc,LOCAL COMERCIAL,RENTA,"$24,500 MXN",PUEBLA,PUEBLA,Mayorazgo,,SI,6,350,,,,2025-05-16 01:53:00
61403tc,CONSULTORIO,RENTA,"$5,900 MXN",PUEBLA,PUEBLA,Chula Vista,,SI,,65,,,,2025-05-16 01:53:03
61405tc,CONSULTORIO,RENTA,"$5,900 MXN",PUEBLA,PUEBLA,Chula Vista,,SI,,65,,,,2025-05-16 01:53:07
61406tc,CONSULTORIO,RENTA,"$5,300 MXN",PUEBLA,PUEBLA,Chula Vista,,SI,,65,,,,2025-05-16 01:53:10
61408tc,CONSULTORIO,RENTA,"$5,300 MXN",PUEBLA,PUEBLA,Chula Vista,,SI,,65,,,,2025-05-16 01:53:12
61410tc,CONSULTORIO,RENTA,"$5,900 MXN",PUEBLA,PUEBLA,Chula Vista,,SI,,65,,,,2025-05-16 01:53:15
57778tc,CASA,RENTA,"$27,500 MXN",PUEBLA,PUEBLA,Anzures,3,SI,3,455,,2,,2025-05-16 01:53:18
57787tc,CASA,RENTA,"$32,500 MXN",PUEBLA,PUEBLA,Anzures,4,SI,4,456,,2,,2025-05-16 01:53:21
64976tc,DEPARTAMENTO,RENTA,"$20,000 MXN",CDMX,MIGUEL HIDALGO,Escandon Ii Seccion,2,1,1,64,,5,ENTRE 11 - 15 AÑOS,2025-05-16 12:04:33
64994tc,DEPARTAMENTO,RENTA,"$24,000 MXN",CDMX,CUAUHTEMOC,Cuauhtemoc,2,2,1,90,,5,,2025-05-16 12:04:37
64995tc,DEPARTAMENTO,RENTA,"$7,000 MXN",CDMX,MIGUEL HIDALGO,Veronica Anzures,1,1,,10,,,,2025-05-16 12:04:40
64996tc,DEPARTAMENTO,RENTA,"$7,000 MXN",CDMX,MIGUEL HIDALGO,Veronica Anzures,1,1,,10,,,,2025-05-16 12:04:43
64993tc,DEPARTAMENTO,RENTA,"$11,500 MXN",CDMX,COYOACAN,Avante,2,1,,55,,,,2025-05-16 12:04:47
64868tc,DEPARTAMENTO,RENTA,"$17,800 MXN",CDMX,BENITO JUAREZ,Narvarte Oriente,3,1,1,90,,,,2025-05-16 12:04:50
64519tc,DEPARTAMENTO,RENTA,"$10,000 MXN",CDMX,BENITO JUAREZ,San Simon Ticumac,2,1,1,50,,4,MAS DE 30,2025-05-16 12:04:53
64580tc,DEPARTAMENTO,RENTA,"$8,500 MXN",CDMX,BENITO JUAREZ,San Simon Ticumac,1,1,,42,,,ENTRE 21 - 30 AÑOS,2025-05-16 12:04:56
62575tc,DEPARTAMENTO,RENTA,"$16,000 MXN",CDMX,MIGUEL HIDALGO,Pensil Sur,2,1,1,70,,,,2025-05-16 12:04:59
65024tc,CASA,RENTA,"$30,000 MXN",CDMX,CUAUHTEMOC,Obrera,3,2,2,151,,,,2025-05-17 09:53:47
65000tc,DEPARTAMENTO,RENTA,"$32,000 MXN",CDMX,CUAUHTEMOC,Roma Norte,2,1,,80,,4,,2025-05-17 09:53:51
65004tc,DEPARTAMENTO,RENTA,"$8,800 MXN",CDMX,COYOACAN,San Mateo,1,1,,38,,,,2025-05-17 09:53:53
65005tc,DEPARTAMENTO,RENTA,"$17,000 MXN",CDMX,TLALPAN,Barrio La Fama,3,1,1,88,,5,ENTRE 21 - 30 AÑOS,2025-05-17 09:53:56
65006tc,DEPARTAMENTO,RENTA,"$19,000 MXN",CDMX,CUAUHTEMOC,Roma Norte,2,2,1,70,,4,,2025-05-17 09:53:58
65009tc,LOCAL COMERCIAL,RENTA,"$8,000 MXN",CDMX,COYOACAN,Viejo Ejido De Santa Ursula Coapa,,,,,,,,2025-05-17 09:54:01
65019tc,CASA,RENTA,"$30,000 MXN",CDMX,COYOACAN,Ajusco,4,2,2,,,3,MAS DE 30,2025-05-17 09:54:04
64977tc,CASA,RENTA,"$155,000 MXN",CDMX,TLALPAN,Tlalpan,6,4,6,1000,,2,,2025-05-17 09:54:08
65012tc,DEPARTAMENTO,RENTA,"$12,000 MXN",CDMX,CUAUHTEMOC,Esperanza,2,1,,42,,4,ENTRE 0 - 5 AÑOS,2025-05-17 09:54:11
65023tc,CASA,RENTA,"$68,000 MXN",CDMX,TLALPAN,Tlalpan,6,4,6,450,,2,,2025-05-17 09:54:14
64950tc,DEPARTAMENTO,RENTA,"$15,000 MXN",CDMX,BENITO JUAREZ,Narvarte Poniente,2,1,,72,,3,,2025-05-17 09:54:17
64900tc,DEPARTAMENTO,RENTA,"$20,000 MXN",CDMX,VENUSTIANO CARRANZA,Jardin Balbuena,2,2,1,60,,2,ENTRE 0 - 5 AÑOS,2025-05-17 09:54:21
65021tc,DEPARTAMENTO,RENTA,"$7,000 MXN",CDMX,XOCHIMILCO,Tablas De San Lorenzo,2,1,1,80,,1,,2025-05-17 09:54:24
65014tc,LOCAL COMERCIAL,RENTA,"$125,000 MXN",CDMX,BENITO JUAREZ,Del Valle Norte,,SI,7,360,,,MAS DE 30,2025-05-17 09:54:29
64776tc,DEPARTAMENTO,RENTA,"$14,500 MXN",CDMX,BENITO JUAREZ,Albert,2,2,1,65,,4,ENTRE 6 - 10 AÑOS,2025-05-17 09:54:32
65073tc,DEPARTAMENTO,RENTA,"$13,000 MXN",CDMX,CUAUHTEMOC,Obrera,1,1,,42,,,,2025-05-19 13:18:57
65056tc,DEPARTAMENTO,RENTA,"$8,000 MXN",CDMX,IZTACALCO,Agricola Pantitlan,2,1,1,50,,4,,2025-05-19 13:19:00
65034tc,DEPARTAMENTO,RENTA,"$16,000 MXN",CDMX,COYOACAN,Campestre Churubusco,2,2,,90,,,ENTRE 21 - 30 AÑOS,2025-05-19 13:19:03
65035tc,DEPARTAMENTO,RENTA,"$13,000 MXN",CDMX,LA MAGDALENA CONTRERAS,San Jeronimo Lidice,2,1,,92,,4,,2025-05-19 13:19:07
65036tc,CASA,RENTA,"$15,000 MXN",CDMX,GUSTAVO A. MADERO,San Juan De Aragon Iv Seccion,2,1,2,120,,,,2025-05-19 13:19:10
65039tc,DEPARTAMENTO,RENTA,"$6,000 MXN",CDMX,LA MAGDALENA CONTRERAS,Vista Hermosa,3,1,1,90,,2,ENTRE 6 - 10 AÑOS,2025-05-19 13:19:13
65048tc,LOCAL COMERCIAL,RENTA,"$18,000 MXN",CDMX,IZTAPALAPA,Ampliacion El Triunfo,,SI,,43,,,,2025-05-19 13:19:16
65050tc,DEPARTAMENTO,RENTA,"$13,000 MXN",CDMX,CUAUHTEMOC,Doctores,2,1,1,63,,,,2025-05-19 13:19:19
65016tc,OFICINA,RENTA,"$15,000 MXN",CDMX,COYOACAN,San Diego Churubusco,,1,,78,,1,,2025-05-19 13:19:22
64915tc,DEPARTAMENTO,RENTA,"$8,000 MXN",CDMX,CUAUHTEMOC,Roma Sur,1,1,,30,,2,MAS DE 30,2025-05-19 13:19:25
64935tc,CASA,RENTA,"$17,000 MXN",CDMX,BENITO JUAREZ,San Jose Insurgentes,1,SI,,56,,2,ENTRE 16 - 20 AÑOS,2025-05-19 13:19:28
64904tc,LOCAL COMERCIAL,RENTA,"$4,500 MXN",CDMX,GUSTAVO A. MADERO,San Juan De Aragon I Seccion,,1,,10,,,,2025-05-19 13:19:33
64907tc,LOCAL COMERCIAL,RENTA,"$4,000 MXN",CDMX,GUSTAVO A. MADERO,San Juan De Aragon Ii Seccion,,1,,8,,,,2025-05-19 13:19:35
64912tc,LOCAL COMERCIAL,RENTA,"$8,500 MXN",CDMX,GUSTAVO A. MADERO,San Juan De Aragon I Seccion,,1,,10,,,,2025-05-19 13:19:39
64985tc,LOCAL COMERCIAL,RENTA,"$4,500 MXN",CDMX,GUSTAVO A. MADERO,San Juan De Aragon Ii Seccion,,1,,10,,,,2025-05-19 13:19:43
62040tc,CASA,RENTA,"$20,000 MXN",CDMX,GUSTAVO A. MADERO,Vallejo,3,3,2,150,,1,MAS DE 30,2025-05-19 13:19:47
